FK_STANDORT,DATUM,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT,OST,NORD
4241,2026-01-01T15:15,1,0,,,2682297,1248328
1037,2026-01-01T15:15,11,3,,,2681339,1248647
3012,2026-01-01T15:15,2,1,,,2682647,1250364
4272,2026-01-01T15:15,12,,,,2682834,1247926
4255,2026-01-01T15:15,2,1,,,2682881,1246549
3279,2026-01-01T15:15,,,0,0,2683437,1247199
2993,2026-01-01T15:15,0,3,,,2683573,1248545
2989,2026-01-01T15:15,11,11,,,2682278,1248324
4273,2026-01-01T15:30,4,5,,,2682971,1248179
3279,2026-01-01T15:30,,,0,0,2683437,1247199
4272,2026-01-01T15:30,12,,,,2682834,1247926
1037,2026-01-01T15:30,8,3,,,2681339,1248647
732,2026-01-01T15:30,0,4,,,2681319,1248665
4249,2026-01-01T15:30,5,5,,,2682296,1248311
4259,2026-01-01T15:30,0,5,,,2682375,1247055
4269,2026-01-01T15:30,3,1,,,2682227,1244618
4266,2026-01-01T15:30,4,5,,,2681301,1247665
4267,2026-01-01T15:30,15,,,,2683457,1247065
4262,2026-01-01T15:30,0,0,,,2682731,1247708
4246,2026-01-01T15:30,,,16,13,2682147,1249212
4255,2026-01-01T15:30,2,0,,,2682881,1246549
4241,2026-01-01T15:30,4,0,,,2682297,1248328
3015,2026-01-01T15:30,,,45,35,2683023,1244140
4270,2026-01-01T15:30,6,2,,,2684006,1246566
4242,2026-01-01T15:30,7,0,,,2682337,1248451
3012,2026-01-01T15:30,6,2,,,2682647,1250364
4258,2026-01-01T15:30,4,,,,2682683,1250569
2993,2026-01-01T15:30,4,2,,,2683573,1248545
2997,2026-01-01T15:30,5,5,,,2682933,1248821
5002,2026-01-01T15:30,4,4,,,2682873,1245891
2989,2026-01-01T15:30,10,9,,,2682278,1248324
4273,2026-01-01T15:45,1,4,,,2682971,1248179
2989,2026-01-01T15:45,21,4,,,2682278,1248324
4272,2026-01-01T15:45,13,,,,2682834,1247926
1037,2026-01-01T15:45,8,4,,,2681339,1248647
732,2026-01-01T15:45,0,0,,,2681319,1248665
4249,2026-01-01T15:45,6,2,,,2682296,1248311
4259,2026-01-01T15:45,5,2,,,2682375,1247055
4269,2026-01-01T15:45,1,0,,,2682227,1244618
4266,2026-01-01T15:45,4,3,,,2681301,1247665
4267,2026-01-01T15:45,19,,,,2683457,1247065
4262,2026-01-01T15:45,6,1,,,2682731,1247708
4246,2026-01-01T15:45,,,27,20,2682147,1249212
4255,2026-01-01T15:45,0,0,,,2682881,1246549
4241,2026-01-01T15:45,5,0,,,2682297,1248328
3015,2026-01-01T15:45,,,38,31,2683023,1244140
4270,2026-01-01T15:45,2,2,,,2684006,1246566
4242,2026-01-01T15:45,2,0,,,2682337,1248451
3012,2026-01-01T15:45,4,4,,,2682647,1250364
4258,2026-01-01T15:45,6,,,,2682683,1250569
2993,2026-01-01T15:45,1,1,,,2683573,1248545
2997,2026-01-01T15:45,6,3,,,2682933,1248821
5002,2026-01-01T15:45,5,3,,,2682873,1245891
3279,2026-01-01T15:45,,,0,0,2683437,1247199
4273,2026-01-01T16:00,2,4,,,2682971,1248179
3279,2026-01-01T16:00,,,0,0,2683437,1247199
4272,2026-01-01T16:00,10,,,,2682834,1247926
1037,2026-01-01T16:00,6,2,,,2681339,1248647
732,2026-01-01T16:00,4,7,,,2681319,1248665
4259,2026-01-01T16:00,2,2,,,2682375,1247055
4249,2026-01-01T16:00,7,5,,,2682296,1248311
4269,2026-01-01T16:00,0,1,,,2682227,1244618
4266,2026-01-01T16:00,2,5,,,2681301,1247665
4267,2026-01-01T16:00,6,,,,2683457,1247065
4262,2026-01-01T16:00,2,0,,,2682731,1247708
4246,2026-01-01T16:00,,,15,15,2682147,1249212
4255,2026-01-01T16:00,3,0,,,2682881,1246549
4241,2026-01-01T16:00,6,0,,,2682297,1248328
3015,2026-01-01T16:00,,,47,41,2683023,1244140
4270,2026-01-01T16:00,3,4,,,2684006,1246566
4242,2026-01-01T16:00,7,1,,,2682337,1248451
3012,2026-01-01T16:00,5,0,,,2682647,1250364
4258,2026-01-01T16:00,3,,,,2682683,1250569
2993,2026-01-01T16:00,1,1,,,2683573,1248545
2997,2026-01-01T16:00,3,2,,,2682933,1248821
5002,2026-01-01T16:00,4,2,,,2682873,1245891
2989,2026-01-01T16:00,19,7,,,2682278,1248324
4273,2026-01-01T16:15,1,5,,,2682971,1248179
2989,2026-01-01T16:15,10,3,,,2682278,1248324
4272,2026-01-01T16:15,9,,,,2682834,1247926
1037,2026-01-01T16:15,11,4,,,2681339,1248647
732,2026-01-01T16:15,0,8,,,2681319,1248665
4249,2026-01-01T16:15,8,5,,,2682296,1248311
4259,2026-01-01T16:15,4,4,,,2682375,1247055
4269,2026-01-01T16:15,3,2,,,2682227,1244618
4266,2026-01-01T16:15,7,1,,,2681301,1247665
4267,2026-01-01T16:15,10,,,,2683457,1247065
4262,2026-01-01T16:15,0,0,,,2682731,1247708
4246,2026-01-01T16:15,,,13,11,2682147,1249212
4255,2026-01-01T16:15,1,1,,,2682881,1246549
4241,2026-01-01T16:15,2,0,,,2682297,1248328
3015,2026-01-01T16:15,,,30,33,2683023,1244140
4270,2026-01-01T16:15,5,5,,,2684006,1246566
4242,2026-01-01T16:15,6,0,,,2682337,1248451
3012,2026-01-01T16:15,4,0,,,2682647,1250364
4258,2026-01-01T16:15,4,,,,2682683,1250569
2993,2026-01-01T16:15,0,3,,,2683573,1248545
2997,2026-01-01T16:15,2,4,,,2682933,1248821
5002,2026-01-01T16:15,4,1,,,2682873,1245891
3279,2026-01-01T16:15,,,0,0,2683437,1247199
4273,2026-01-01T16:30,9,7,,,2682971,1248179
2989,2026-01-01T16:30,5,8,,,2682278,1248324
4272,2026-01-01T16:30,20,,,,2682834,1247926
1037,2026-01-01T16:30,7,6,,,2681339,1248647
732,2026-01-01T16:30,0,5,,,2681319,1248665
4249,2026-01-01T16:30,3,3,,,2682296,1248311
4259,2026-01-01T16:30,2,10,,,2682375,1247055
4269,2026-01-01T16:30,4,1,,,2682227,1244618
4266,2026-01-01T16:30,9,4,,,2681301,1247665
4267,2026-01-01T16:30,12,,,,2683457,1247065
4262,2026-01-01T16:30,2,0,,,2682731,1247708
4246,2026-01-01T16:30,,,14,8,2682147,1249212
4255,2026-01-01T16:30,3,0,,,2682881,1246549
4241,2026-01-01T16:30,1,0,,,2682297,1248328
3015,2026-01-01T16:30,,,35,26,2683023,1244140
4270,2026-01-01T16:30,6,5,,,2684006,1246566
4242,2026-01-01T16:30,6,0,,,2682337,1248451
3012,2026-01-01T16:30,4,3,,,2682647,1250364
4258,2026-01-01T16:30,3,,,,2682683,1250569
2993,2026-01-01T16:30,1,5,,,2683573,1248545
2997,2026-01-01T16:30,2,4,,,2682933,1248821
5002,2026-01-01T16:30,5,3,,,2682873,1245891
3279,2026-01-01T16:30,,,0,0,2683437,1247199
4273,2026-01-01T16:45,3,5,,,2682971,1248179
2989,2026-01-01T16:45,9,2,,,2682278,1248324
4272,2026-01-01T16:45,12,,,,2682834,1247926
1037,2026-01-01T16:45,11,4,,,2681339,1248647
732,2026-01-01T16:45,0,3,,,2681319,1248665
4249,2026-01-01T16:45,5,1,,,2682296,1248311
4259,2026-01-01T16:45,5,0,,,2682375,1247055
4269,2026-01-01T16:45,1,1,,,2682227,1244618
4266,2026-01-01T16:45,5,4,,,2681301,1247665
4267,2026-01-01T16:45,17,,,,2683457,1247065
4262,2026-01-01T16:45,4,0,,,2682731,1247708
4246,2026-01-01T16:45,,,24,13,2682147,1249212
4255,2026-01-01T16:45,1,0,,,2682881,1246549
4241,2026-01-01T16:45,6,0,,,2682297,1248328
3015,2026-01-01T16:45,,,48,22,2683023,1244140
4270,2026-01-01T16:45,9,6,,,2684006,1246566
4242,2026-01-01T16:45,5,0,,,2682337,1248451
3012,2026-01-01T16:45,3,1,,,2682647,1250364
4258,2026-01-01T16:45,5,,,,2682683,1250569
2993,2026-01-01T16:45,2,2,,,2683573,1248545
2997,2026-01-01T16:45,2,1,,,2682933,1248821
5002,2026-01-01T16:45,1,3,,,2682873,1245891
3279,2026-01-01T16:45,,,0,0,2683437,1247199
4273,2026-01-01T17:00,7,2,,,2682971,1248179
4246,2026-01-01T17:00,,,22,11,2682147,1249212
2989,2026-01-01T17:00,13,2,,,2682278,1248324
5002,2026-01-01T17:00,4,2,,,2682873,1245891
2997,2026-01-01T17:00,0,3,,,2682933,1248821
2993,2026-01-01T17:00,1,5,,,2683573,1248545
4258,2026-01-01T17:00,2,,,,2682683,1250569
3012,2026-01-01T17:00,1,2,,,2682647,1250364
4242,2026-01-01T17:00,6,0,,,2682337,1248451
4270,2026-01-01T17:00,4,3,,,2684006,1246566
3015,2026-01-01T17:00,,,14,22,2683023,1244140
4241,2026-01-01T17:00,3,0,,,2682297,1248328
4255,2026-01-01T17:00,1,1,,,2682881,1246549
4262,2026-01-01T17:00,3,0,,,2682731,1247708
4267,2026-01-01T17:00,12,,,,2683457,1247065
4266,2026-01-01T17:00,6,3,,,2681301,1247665
4269,2026-01-01T17:00,0,0,,,2682227,1244618
4259,2026-01-01T17:00,3,6,,,2682375,1247055
4249,2026-01-01T17:00,7,3,,,2682296,1248311
732,2026-01-01T17:00,1,5,,,2681319,1248665
1037,2026-01-01T17:00,13,7,,,2681339,1248647
4272,2026-01-01T17:00,13,,,,2682834,1247926
3279,2026-01-01T17:00,,,0,0,2683437,1247199
4246,2026-01-01T17:15,,,16,6,2682147,1249212
4273,2026-01-01T17:15,4,6,,,2682971,1248179
4262,2026-01-01T17:15,2,1,,,2682731,1247708
4242,2026-01-01T17:15,7,0,,,2682337,1248451
4267,2026-01-01T17:15,9,,,,2683457,1247065
2997,2026-01-01T17:15,8,4,,,2682933,1248821
4266,2026-01-01T17:15,6,7,,,2681301,1247665
4270,2026-01-01T17:15,2,5,,,2684006,1246566
4269,2026-01-01T17:15,0,0,,,2682227,1244618
4258,2026-01-01T17:15,1,,,,2682683,1250569
4259,2026-01-01T17:15,1,2,,,2682375,1247055
3015,2026-01-01T17:15,,,9,13,2683023,1244140
4249,2026-01-01T17:15,5,2,,,2682296,1248311
5002,2026-01-01T17:15,5,1,,,2682873,1245891
732,2026-01-01T17:15,1,8,,,2681319,1248665
4241,2026-01-01T17:15,1,1,,,2682297,1248328
1037,2026-01-01T17:15,9,4,,,2681339,1248647
3012,2026-01-01T17:15,1,2,,,2682647,1250364
4272,2026-01-01T17:15,12,,,,2682834,1247926
4255,2026-01-01T17:15,1,0,,,2682881,1246549
3279,2026-01-01T17:15,,,0,0,2683437,1247199
2993,2026-01-01T17:15,2,2,,,2683573,1248545
2989,2026-01-01T17:15,10,4,,,2682278,1248324
4273,2026-01-01T17:30,5,0,,,2682971,1248179
3279,2026-01-01T17:30,,,0,0,2683437,1247199
4272,2026-01-01T17:30,8,,,,2682834,1247926
1037,2026-01-01T17:30,18,2,,,2681339,1248647
732,2026-01-01T17:30,1,5,,,2681319,1248665
4249,2026-01-01T17:30,9,4,,,2682296,1248311
4259,2026-01-01T17:30,2,2,,,2682375,1247055
4269,2026-01-01T17:30,1,1,,,2682227,1244618
4266,2026-01-01T17:30,4,2,,,2681301,1247665
4267,2026-01-01T17:30,18,,,,2683457,1247065
4262,2026-01-01T17:30,2,1,,,2682731,1247708
4246,2026-01-01T17:30,,,9,5,2682147,1249212
4255,2026-01-01T17:30,0,0,,,2682881,1246549
4241,2026-01-01T17:30,0,0,,,2682297,1248328
3015,2026-01-01T17:30,,,7,13,2683023,1244140
4270,2026-01-01T17:30,3,3,,,2684006,1246566
4242,2026-01-01T17:30,2,0,,,2682337,1248451
3012,2026-01-01T17:30,1,0,,,2682647,1250364
4258,2026-01-01T17:30,3,,,,2682683,1250569
2993,2026-01-01T17:30,1,1,,,2683573,1248545
2997,2026-01-01T17:30,1,5,,,2682933,1248821
5002,2026-01-01T17:30,3,3,,,2682873,1245891
2989,2026-01-01T17:30,10,6,,,2682278,1248324
4273,2026-01-01T17:45,2,3,,,2682971,1248179
2989,2026-01-01T17:45,10,9,,,2682278,1248324
4272,2026-01-01T17:45,8,,,,2682834,1247926
1037,2026-01-01T17:45,5,6,,,2681339,1248647
732,2026-01-01T17:45,0,2,,,2681319,1248665
4249,2026-01-01T17:45,5,3,,,2682296,1248311
4259,2026-01-01T17:45,3,7,,,2682375,1247055
4269,2026-01-01T17:45,4,1,,,2682227,1244618
4266,2026-01-01T17:45,3,3,,,2681301,1247665
4267,2026-01-01T17:45,14,,,,2683457,1247065
4262,2026-01-01T17:45,2,2,,,2682731,1247708
4246,2026-01-01T17:45,,,12,5,2682147,1249212
4255,2026-01-01T17:45,1,0,,,2682881,1246549
4241,2026-01-01T17:45,1,0,,,2682297,1248328
3015,2026-01-01T17:45,,,2,10,2683023,1244140
4270,2026-01-01T17:45,3,6,,,2684006,1246566
4242,2026-01-01T17:45,6,0,,,2682337,1248451
3012,2026-01-01T17:45,0,2,,,2682647,1250364
4258,2026-01-01T17:45,3,,,,2682683,1250569
2993,2026-01-01T17:45,0,0,,,2683573,1248545
2997,2026-01-01T17:45,1,1,,,2682933,1248821
5002,2026-01-01T17:45,0,1,,,2682873,1245891
3279,2026-01-01T17:45,,,0,0,2683437,1247199
4273,2026-01-01T18:00,5,2,,,2682971,1248179
4246,2026-01-01T18:00,,,16,6,2682147,1249212
2989,2026-01-01T18:00,12,3,,,2682278,1248324
5002,2026-01-01T18:00,1,0,,,2682873,1245891
2997,2026-01-01T18:00,0,1,,,2682933,1248821
2993,2026-01-01T18:00,0,2,,,2683573,1248545
4258,2026-01-01T18:00,2,,,,2682683,1250569
3012,2026-01-01T18:00,2,0,,,2682647,1250364
4242,2026-01-01T18:00,2,0,,,2682337,1248451
4270,2026-01-01T18:00,2,4,,,2684006,1246566
3015,2026-01-01T18:00,,,2,1,2683023,1244140
4241,2026-01-01T18:00,5,0,,,2682297,1248328
4255,2026-01-01T18:00,0,0,,,2682881,1246549
4262,2026-01-01T18:00,2,1,,,2682731,1247708
4267,2026-01-01T18:00,20,,,,2683457,1247065
4266,2026-01-01T18:00,8,4,,,2681301,1247665
4269,2026-01-01T18:00,0,1,,,2682227,1244618
4259,2026-01-01T18:00,0,2,,,2682375,1247055
4249,2026-01-01T18:00,12,3,,,2682296,1248311
732,2026-01-01T18:00,0,1,,,2681319,1248665
1037,2026-01-01T18:00,3,5,,,2681339,1248647
4272,2026-01-01T18:00,10,,,,2682834,1247926
3279,2026-01-01T18:00,,,0,0,2683437,1247199
4246,2026-01-01T18:15,,,7,4,2682147,1249212
4273,2026-01-01T18:15,2,0,,,2682971,1248179
4262,2026-01-01T18:15,0,4,,,2682731,1247708
4242,2026-01-01T18:15,3,0,,,2682337,1248451
4267,2026-01-01T18:15,11,,,,2683457,1247065
2997,2026-01-01T18:15,1,0,,,2682933,1248821
4266,2026-01-01T18:15,10,3,,,2681301,1247665
4270,2026-01-01T18:15,1,10,,,2684006,1246566
4269,2026-01-01T18:15,3,4,,,2682227,1244618
4258,2026-01-01T18:15,1,,,,2682683,1250569
4259,2026-01-01T18:15,1,1,,,2682375,1247055
3015,2026-01-01T18:15,,,3,8,2683023,1244140
4249,2026-01-01T18:15,7,4,,,2682296,1248311
5002,2026-01-01T18:15,5,0,,,2682873,1245891
732,2026-01-01T18:15,0,3,,,2681319,1248665
4241,2026-01-01T18:15,3,0,,,2682297,1248328
1037,2026-01-01T18:15,5,5,,,2681339,1248647
3012,2026-01-01T18:15,0,0,,,2682647,1250364
4272,2026-01-01T18:15,4,,,,2682834,1247926
4255,2026-01-01T18:15,0,0,,,2682881,1246549
3279,2026-01-01T18:15,,,0,0,2683437,1247199
2993,2026-01-01T18:15,0,1,,,2683573,1248545
2989,2026-01-01T18:15,18,8,,,2682278,1248324
4273,2026-01-01T18:30,2,1,,,2682971,1248179
3279,2026-01-01T18:30,,,0,0,2683437,1247199
4272,2026-01-01T18:30,6,,,,2682834,1247926
1037,2026-01-01T18:30,8,3,,,2681339,1248647
732,2026-01-01T18:30,1,3,,,2681319,1248665
4249,2026-01-01T18:30,12,7,,,2682296,1248311
4259,2026-01-01T18:30,0,4,,,2682375,1247055
4269,2026-01-01T18:30,0,0,,,2682227,1244618
4266,2026-01-01T18:30,6,5,,,2681301,1247665
4267,2026-01-01T18:30,8,,,,2683457,1247065
4262,2026-01-01T18:30,1,0,,,2682731,1247708
4246,2026-01-01T18:30,,,10,5,2682147,1249212
4255,2026-01-01T18:30,0,0,,,2682881,1246549
4241,2026-01-01T18:30,3,0,,,2682297,1248328
3015,2026-01-01T18:30,,,0,4,2683023,1244140
4270,2026-01-01T18:30,4,4,,,2684006,1246566
4242,2026-01-01T18:30,3,0,,,2682337,1248451
3012,2026-01-01T18:30,5,2,,,2682647,1250364
4258,2026-01-01T18:30,3,,,,2682683,1250569
2993,2026-01-01T18:30,4,1,,,2683573,1248545
2997,2026-01-01T18:30,0,1,,,2682933,1248821
5002,2026-01-01T18:30,0,0,,,2682873,1245891
2989,2026-01-01T18:30,6,4,,,2682278,1248324
4273,2026-01-01T18:45,2,4,,,2682971,1248179
2989,2026-01-01T18:45,6,3,,,2682278,1248324
4272,2026-01-01T18:45,9,,,,2682834,1247926
1037,2026-01-01T18:45,5,2,,,2681339,1248647
732,2026-01-01T18:45,1,0,,,2681319,1248665
4249,2026-01-01T18:45,7,3,,,2682296,1248311
4259,2026-01-01T18:45,1,0,,,2682375,1247055
4269,2026-01-01T18:45,4,1,,,2682227,1244618
4266,2026-01-01T18:45,4,4,,,2681301,1247665
4267,2026-01-01T18:45,8,,,,2683457,1247065
4262,2026-01-01T18:45,4,0,,,2682731,1247708
4246,2026-01-01T18:45,,,5,8,2682147,1249212
4255,2026-01-01T18:45,0,1,,,2682881,1246549
3015,2026-01-01T18:45,,,6,0,2683023,1244140
4241,2026-01-01T18:45,3,0,,,2682297,1248328
4270,2026-01-01T18:45,1,0,,,2684006,1246566
4242,2026-01-01T18:45,5,0,,,2682337,1248451
3012,2026-01-01T18:45,4,2,,,2682647,1250364
4258,2026-01-01T18:45,4,,,,2682683,1250569
2993,2026-01-01T18:45,0,1,,,2683573,1248545
2997,2026-01-01T18:45,2,1,,,2682933,1248821
5002,2026-01-01T18:45,0,1,,,2682873,1245891
3279,2026-01-01T18:45,,,0,0,2683437,1247199
4273,2026-01-01T19:00,3,3,,,2682971,1248179
3279,2026-01-01T19:00,,,0,0,2683437,1247199
4272,2026-01-01T19:00,12,,,,2682834,1247926
1037,2026-01-01T19:00,1,2,,,2681339,1248647
732,2026-01-01T19:00,0,6,,,2681319,1248665
4249,2026-01-01T19:00,8,5,,,2682296,1248311
4259,2026-01-01T19:00,2,1,,,2682375,1247055
4269,2026-01-01T19:00,4,2,,,2682227,1244618
4266,2026-01-01T19:00,2,3,,,2681301,1247665
4267,2026-01-01T19:00,6,,,,2683457,1247065
4262,2026-01-01T19:00,1,2,,,2682731,1247708
4246,2026-01-01T19:00,,,10,1,2682147,1249212
4255,2026-01-01T19:00,0,0,,,2682881,1246549
3015,2026-01-01T19:00,,,1,3,2683023,1244140
4241,2026-01-01T19:00,0,0,,,2682297,1248328
4270,2026-01-01T19:00,2,5,,,2684006,1246566
4242,2026-01-01T19:00,3,0,,,2682337,1248451
3012,2026-01-01T19:00,1,0,,,2682647,1250364
4258,2026-01-01T19:00,3,,,,2682683,1250569
2993,2026-01-01T19:00,0,0,,,2683573,1248545
2997,2026-01-01T19:00,2,1,,,2682933,1248821
5002,2026-01-01T19:00,0,2,,,2682873,1245891
2989,2026-01-01T19:00,10,3,,,2682278,1248324
4273,2026-01-01T19:15,0,1,,,2682971,1248179
2989,2026-01-01T19:15,7,1,,,2682278,1248324
4272,2026-01-01T19:15,4,,,,2682834,1247926
1037,2026-01-01T19:15,4,3,,,2681339,1248647
732,2026-01-01T19:15,0,5,,,2681319,1248665
4249,2026-01-01T19:15,8,7,,,2682296,1248311
4259,2026-01-01T19:15,1,1,,,2682375,1247055
4269,2026-01-01T19:15,3,0,,,2682227,1244618
4266,2026-01-01T19:15,3,3,,,2681301,1247665
4267,2026-01-01T19:15,10,,,,2683457,1247065
4262,2026-01-01T19:15,1,0,,,2682731,1247708
4246,2026-01-01T19:15,,,9,8,2682147,1249212
4255,2026-01-01T19:15,0,0,,,2682881,1246549
3015,2026-01-01T19:15,,,0,2,2683023,1244140
4241,2026-01-01T19:15,6,0,,,2682297,1248328
4270,2026-01-01T19:15,0,1,,,2684006,1246566
4242,2026-01-01T19:15,3,0,,,2682337,1248451
3012,2026-01-01T19:15,1,1,,,2682647,1250364
4258,2026-01-01T19:15,0,,,,2682683,1250569
2993,2026-01-01T19:15,0,3,,,2683573,1248545
2997,2026-01-01T19:15,0,1,,,2682933,1248821
5002,2026-01-01T19:15,0,0,,,2682873,1245891
3279,2026-01-01T19:15,,,0,0,2683437,1247199
4273,2026-01-01T19:30,4,1,,,2682971,1248179
2989,2026-01-01T19:30,14,5,,,2682278,1248324
4272,2026-01-01T19:30,6,,,,2682834,1247926
1037,2026-01-01T19:30,4,0,,,2681339,1248647
732,2026-01-01T19:30,2,4,,,2681319,1248665
4249,2026-01-01T19:30,7,1,,,2682296,1248311
4259,2026-01-01T19:30,0,2,,,2682375,1247055
4269,2026-01-01T19:30,2,3,,,2682227,1244618
4266,2026-01-01T19:30,4,1,,,2681301,1247665
4267,2026-01-01T19:30,7,,,,2683457,1247065
4262,2026-01-01T19:30,0,0,,,2682731,1247708
4255,2026-01-01T19:30,0,0,,,2682881,1246549
4246,2026-01-01T19:30,,,5,13,2682147,1249212
3015,2026-01-01T19:30,,,2,0,2683023,1244140
4241,2026-01-01T19:30,4,0,,,2682297,1248328
4270,2026-01-01T19:30,2,1,,,2684006,1246566
4242,2026-01-01T19:30,7,0,,,2682337,1248451
3012,2026-01-01T19:30,0,0,,,2682647,1250364
4258,2026-01-01T19:30,1,,,,2682683,1250569
2993,2026-01-01T19:30,0,1,,,2683573,1248545
2997,2026-01-01T19:30,1,0,,,2682933,1248821
5002,2026-01-01T19:30,0,0,,,2682873,1245891
3279,2026-01-01T19:30,,,0,0,2683437,1247199
4273,2026-01-01T19:45,0,0,,,2682971,1248179
2989,2026-01-01T19:45,7,3,,,2682278,1248324
4272,2026-01-01T19:45,1,,,,2682834,1247926
1037,2026-01-01T19:45,4,3,,,2681339,1248647
732,2026-01-01T19:45,0,5,,,2681319,1248665
4249,2026-01-01T19:45,9,1,,,2682296,1248311
4259,2026-01-01T19:45,0,2,,,2682375,1247055
4269,2026-01-01T19:45,0,0,,,2682227,1244618
4266,2026-01-01T19:45,1,0,,,2681301,1247665
4267,2026-01-01T19:45,6,,,,2683457,1247065
4262,2026-01-01T19:45,6,0,,,2682731,1247708
4255,2026-01-01T19:45,0,0,,,2682881,1246549
4246,2026-01-01T19:45,,,8,4,2682147,1249212
3015,2026-01-01T19:45,,,0,2,2683023,1244140
4241,2026-01-01T19:45,1,0,,,2682297,1248328
4270,2026-01-01T19:45,3,2,,,2684006,1246566
4242,2026-01-01T19:45,4,0,,,2682337,1248451
3012,2026-01-01T19:45,0,0,,,2682647,1250364
4258,2026-01-01T19:45,2,,,,2682683,1250569
2993,2026-01-01T19:45,1,1,,,2683573,1248545
2997,2026-01-01T19:45,1,1,,,2682933,1248821
5002,2026-01-01T19:45,1,2,,,2682873,1245891
3279,2026-01-01T19:45,,,0,0,2683437,1247199
4273,2026-01-01T20:00,1,3,,,2682971,1248179
4255,2026-01-01T20:00,0,0,,,2682881,1246549
2989,2026-01-01T20:00,6,3,,,2682278,1248324
5002,2026-01-01T20:00,1,0,,,2682873,1245891
2997,2026-01-01T20:00,0,0,,,2682933,1248821
2993,2026-01-01T20:00,1,1,,,2683573,1248545
4258,2026-01-01T20:00,1,,,,2682683,1250569
3012,2026-01-01T20:00,0,2,,,2682647,1250364
4242,2026-01-01T20:00,1,0,,,2682337,1248451
4270,2026-01-01T20:00,2,3,,,2684006,1246566
4241,2026-01-01T20:00,2,0,,,2682297,1248328
3015,2026-01-01T20:00,,,13,6,2683023,1244140
4246,2026-01-01T20:00,,,4,8,2682147,1249212
4262,2026-01-01T20:00,0,1,,,2682731,1247708
4267,2026-01-01T20:00,14,,,,2683457,1247065
4266,2026-01-01T20:00,2,2,,,2681301,1247665
4269,2026-01-01T20:00,0,1,,,2682227,1244618
4259,2026-01-01T20:00,1,4,,,2682375,1247055
4249,2026-01-01T20:00,6,6,,,2682296,1248311
732,2026-01-01T20:00,2,2,,,2681319,1248665
1037,2026-01-01T20:00,3,1,,,2681339,1248647
4272,2026-01-01T20:00,7,,,,2682834,1247926
3279,2026-01-01T20:00,,,0,0,2683437,1247199
4255,2026-01-01T20:15,0,0,,,2682881,1246549
4273,2026-01-01T20:15,1,2,,,2682971,1248179
4262,2026-01-01T20:15,1,2,,,2682731,1247708
4242,2026-01-01T20:15,3,0,,,2682337,1248451
4267,2026-01-01T20:15,20,,,,2683457,1247065
2997,2026-01-01T20:15,0,1,,,2682933,1248821
4266,2026-01-01T20:15,4,3,,,2681301,1247665
4270,2026-01-01T20:15,2,3,,,2684006,1246566
4269,2026-01-01T20:15,2,0,,,2682227,1244618
4258,2026-01-01T20:15,0,,,,2682683,1250569
4259,2026-01-01T20:15,0,3,,,2682375,1247055
4241,2026-01-01T20:15,1,0,,,2682297,1248328
4249,2026-01-01T20:15,6,1,,,2682296,1248311
5002,2026-01-01T20:15,0,1,,,2682873,1245891
732,2026-01-01T20:15,0,4,,,2681319,1248665
3015,2026-01-01T20:15,,,1,11,2683023,1244140
1037,2026-01-01T20:15,7,3,,,2681339,1248647
3012,2026-01-01T20:15,3,0,,,2682647,1250364
4272,2026-01-01T20:15,7,,,,2682834,1247926
4246,2026-01-01T20:15,,,4,4,2682147,1249212
3279,2026-01-01T20:15,,,0,0,2683437,1247199
2993,2026-01-01T20:15,1,0,,,2683573,1248545
2989,2026-01-01T20:15,7,5,,,2682278,1248324
4273,2026-01-01T20:30,4,1,,,2682971,1248179
3279,2026-01-01T20:30,,,0,0,2683437,1247199
4272,2026-01-01T20:30,9,,,,2682834,1247926
1037,2026-01-01T20:30,5,4,,,2681339,1248647
732,2026-01-01T20:30,2,1,,,2681319,1248665
4249,2026-01-01T20:30,6,3,,,2682296,1248311
4259,2026-01-01T20:30,1,2,,,2682375,1247055
4269,2026-01-01T20:30,1,0,,,2682227,1244618
4266,2026-01-01T20:30,4,5,,,2681301,1247665
4267,2026-01-01T20:30,11,,,,2683457,1247065
4262,2026-01-01T20:30,1,3,,,2682731,1247708
4255,2026-01-01T20:30,0,0,,,2682881,1246549
4246,2026-01-01T20:30,,,7,1,2682147,1249212
3015,2026-01-01T20:30,,,0,0,2683023,1244140
4241,2026-01-01T20:30,0,0,,,2682297,1248328
4270,2026-01-01T20:30,0,3,,,2684006,1246566
4242,2026-01-01T20:30,1,0,,,2682337,1248451
3012,2026-01-01T20:30,1,0,,,2682647,1250364
4258,2026-01-01T20:30,1,,,,2682683,1250569
2993,2026-01-01T20:30,1,0,,,2683573,1248545
2997,2026-01-01T20:30,0,0,,,2682933,1248821
5002,2026-01-01T20:30,1,0,,,2682873,1245891
2989,2026-01-01T20:30,6,5,,,2682278,1248324
4273,2026-01-01T20:45,3,3,,,2682971,1248179
2989,2026-01-01T20:45,3,1,,,2682278,1248324
4272,2026-01-01T20:45,11,,,,2682834,1247926
1037,2026-01-01T20:45,5,3,,,2681339,1248647
732,2026-01-01T20:45,0,1,,,2681319,1248665
4249,2026-01-01T20:45,5,2,,,2682296,1248311
4259,2026-01-01T20:45,0,1,,,2682375,1247055
4269,2026-01-01T20:45,0,2,,,2682227,1244618
4266,2026-01-01T20:45,2,2,,,2681301,1247665
4267,2026-01-01T20:45,16,,,,2683457,1247065
